,year,sents
10852,1998-99,"Along with reform of the banking sector, it is necessary to move forward with reforms in insurance which has hitherto been a public sector monopoly."
10853,1998-99,"In order to provide better insurance coverage to our citizens and also to augment the flow of longterm resources for financing infrastructure, I propose to open the insurance sector to competition from private Indian companies."
10854,1998-99,The Insurance Regulatory Authority will also be converted into a statutory body.
10855,1998-99,Necessary legislation will be introduced later in the year.
10856,1998-99,FEMA and Money Laundering 42.
10857,1998-99,"The present Foreign Exchange Regulation Act, 1973 is outdated and is no longer in keeping with the needs of the economy and the changes that have taken place in foreign exchange markets and transactions."
10858,1998-99,We have moved to full current account convertibility.
10859,1998-99,It is no longer appropriate to deify foreign exchange as something special and maintain a burdensome and highly regulatory structure around this deity.
10860,1998-99,"Accordingly, government have decided to repeal FERA and replace it with a new Foreign Exchange Management Act FEMA, which would be consistent with the needs of a modern economy."
10861,1998-99,The new Bill will be introduced in this session of Parliament.
10862,1998-99,"At the same time, I want to assure the House that the replacement of FERA by FEMA is in no way intended to give license for illegal transactions to drug peddlers, sector."
10863,1998-99,"But regulation of this sector has to improve to protect unwary small 11 terrorists, arm smugglers and other perpetrators of heinous economic crimes."
10864,1998-99,"Indeed, to protect our society from the globally recognised and, growing problem of money laundering, I will also bring an anti Money Laundering Bill before the House simultaneously with FEMA."
10865,1998-99,I am proposing a number of measures to strengthen our capital markets: *
10866,1998-99,The Securities and Exchange Board of India SEBI has approved the introduction of trading in stock index futures as a way of providing greater opportunities for hedging and inducing more liquidity into the market.
10867,1998-99,The government will bring forward the necessary amendment to the Securities Contracts Regulation Act to enable derivative instruments to be treated as securities.
10868,1998-99,Foreign institutional investor FII debt funds are today allowed to invest only in listed debt securities.
10869,1998-99,I propose to allow them to invest in unlisted domestic debt securities also; the risk of default would be borne by the FIIs.
10870,1998-99,"To encourage modernisation of broker services, a one time permission was given last year to stock brokers to corporatise their businesses without attracting capital gains tax."
10871,1998-99,I propose to extend this exemption by one year.
10872,1998-99,"To encourage more primary public issues, I am proposing certain changes to expand the income tax deductibility of expenses incurred on public issues."
10873,1998-99,"After some of the turbulent events in the stock markets in recent years, a special effort must be made to restore the confidence of small investors."
10874,1998-99,I am asking SEBI to devote special attention to strengthening the institutional arrangements for protecting small investors from defaults and financial failures of brokers and other market intermediaries.
10875,1998-99,"Whenever I have travelled outside India, NonResident Indians NRIs have expressed a sincere desire to contribute meaningfully to the development of India."
10876,1998-99,"I believe NRIs constitute a huge, untapped potential for India’s development."
10877,1998-99,I propose the following steps to encourage NRIs to participate in the development of their country of origin: *
10878,1998-99,"At present NRIs are allowed to purchase shares in Indian companies in the secondary market subject to a limit of 1 per cent of the company’s total equity for individual NRIs and NRI overseas corporate bodies, with a 5 per cent limit for aggregate NRI/OCB investments in the company."
10879,1998-99,These limits were imposed many years ago when our capital market regulations were much weaker and there were no rules governing acquisition and takeovers.
10880,1998-99,The situation has changed materially in both these respects.
10881,1998-99,"I, therefore, propose to raise the individual investment limit of 1 per cent for NRIs to 5 per cent and the aggregate limit for all NRI investments in a company from 5 per cent to 10 per cent."
10882,1998-99,I am having these procedures thoroughly reviewed with a view to modifying them to facilitate investment by NRIs in our capital markets.
10883,1998-99,The Unit Trust of India will launch a new India Millennium Scheme which will be open for subscription in dollars only by NRIs.
10884,1998-99,The money collected under this scheme would be invested in shares of Indian companies with high potential for growth and in high quality Indian debt.
10885,1998-99,The details of the scheme will be announced shortly.
10886,1998-99,The State Bank of India is launching a new Resurgent India Bond denominated in foreign currencies for subscription by NRIs.
10887,1998-99,"This will enable NRIs to contribute to the flow of resources for our country’s development, especially for building up infrastructure."
10888,1998-99,The bond will be fully repatriable and the government will extend tax concessions similar to those currently available to NRI deposits to this new bond.
10889,1998-99,I am confident that NRIs will welcome this initiative and will contribute liberally to these Bonds.
10890,1998-99,I have one more significant announcement to make for NRI’s.
10891,1998-99,Government have decided to draw up a scheme for issuance of a Persons of Indian Origin PIO Card for those living abroad and having foreign passports.
10892,1998-99,"The PIO Card, which would be extended to persons of Indian Origin settled in countries to be specified by government would besides introducing a visafree regime, also confer some special economic, educational, financial and cultural benefits."
10893,1998-99,The details are being worked out.
10894,1998-99,Decentralisation and Expenditure Restructuring 47.
10895,1998-99,"Government have already appointed a Special Task Force on Devolution of Powers to States, under the Chairmanship of Shri Bhairon Singh Shekhawat, to examine and recommend measures for devolution of additional financial powers to the States and additional or alternative means by which States can raise more resources."
10896,1998-99,The first report of the Task Force has been received.
10897,1998-99,We are examining the recommendations in consultation with the RBI.
10898,1998-99,The distinction between plan and nonplan expenditures in our budgetary system has created several problems.
10899,1998-99,It has led to an excessive focus on so called plan expenditures with a corresponding neglect of items such as maintenance which is classified as nonplan.
10900,1998-99,"Various bodies, including the Finance Commission, have advocated the elimination of the plan and nonplan distinction in the budget."
10901,1998-99,"I propose to constitute a Task Force, including representatives of Planning Commission, Finance Ministry, Comptroller and AuditorGeneral of India and State Governments to examine these issues in a comprehensive manner and to make recommendations for a functionally viable and more focussed presentation of government expenditure in the budget."
10902,1998-99,A related problem is the proliferation of Central Sector and Centrally Sponsored Schemes over the years.
10903,1998-99,"There is a need to rationalise these, with the objective of reducing overlaps and duplication, modifying procedures and norms and making them more easily accessible to the intended beneficiary."
10904,1998-99,"The Task Force, mentioned above, will also advise on this issue."
10905,1998-99,Development of North Eastern Region 5 0 .
10906,1998-99,The government have already decided to restructure the North Eastern Council NEC for speedy implementation of important infrastructural programmes 13 in this region.
10907,1998-99,Sikkim will also be included in the Council.
10908,1998-99,Necessary legislation will be introduced in Parliament to effect these changes.
10909,1998-99,"Furthermore, it has been decided that a nonlapsable Central Resource Pool will be created for deposit of funds from all Ministries where the plan expenditure on the North Eastern region is less than 10 per cent of the total plan allocation of the Ministry."
10910,1998-99,"The difference between 10 per cent of the allocation and the actual expenditure incurred on the North Eastern region will be transferred to the Central Pool, which will be used for funding specific programmes for economic and social upliftment of the North Eastern States."
10911,1998-99,The NorthEastern Development Finance Corporation Limited NEDFi promoted by public sector financial institutions and banks was incorporated in 1995.
10912,1998-99,NEDFi strives to respond to the specific needs of industries in the NorthEast.
10913,1998-99,At present there is one State Financial Corporation SFC in Assam and twin function Industrial Development Corporations IDCs in some other States.
10914,1998-99,"In order to foster healthy and efficient growth of these institutions, I am proposing that the refinancing function for industrial loans of SFC/IDCs of the NorthEast will be undertaken henceforth by NEDFi, rather than IDBI/SIDBI as at present."
10915,1998-99,Disinvestment/Privatisation/PSU Reform 53.
10916,1998-99,"The regular budget takes credit for a receipt of Rs 5,000 crore from disinvestment in the current year."
10917,1998-99,"In order to expedite the process the government have decided to disinvest specified portions of equity from IOC, GAIL, VSNL and CONCOR."
10918,1998-99,"As part of an overall strategy to restructure Indian Airlines and expand its capacity, government have decided to restructure the capital of Indian Airlines and also to undertake a phased disinvestment in this company, over three years, bringing the government’s equity holding down to 49 per cent."
10919,1998-99,Some public sector undertakings have consistently incurred large losses.
10920,1998-99,"Experience and studies by independent organisations, have conclusively established them to be unrevivable."
10921,1998-99,"Nevertheless, a decision on their closure has been delayed only on account of the concern for the interest of the workers."
10922,1998-99,"In order to find a viable and satisfactory solution to this dilemma, the government have decided to provide a safety net to the workers of enterprises destined for closure by providing a liberal and attractive compensation package prior to closure."
10923,1998-99,"At present, when a unit is closed, the workers are only entitled to retrenchment compensation under the Industries Development and Regulation Act, which is only 15 days wages for each completed year of service."
10924,1998-99,"To make the compensation package attractive, it is proposed to make applicable the benefits of VRS package, namely 45 days wages for each completed year of service, subject to the maximum wage or salary accruable on the basis of the balance of years of service left to all the workers of these public sector units."
10925,1998-99,"As a further improvement to the package, the workers of these units will also be eligible for a maximum of 60 months or 5 years salary or wages as compensation in the case of all those who have completed not less than 30 years of service."
10926,1998-99,This would mean that all those who have put in more than 30 years of service will get more than the normal VRS.
10927,1998-99,The other conditions of the VRS will apply and this offer will be made time bound.
10928,1998-99,A separate Restructuring Fund is being constituted for this purpose and these public sector enterprises will be advanced funds from the budget to offer a 14 compensation package to the workers.
10929,1998-99,"Once the labour is separated, the assets of the company will be available for disposal at the best economic price."
10930,1998-99,"The proceeds of the disposal, after settling all pending liabilities, will be credited to the Restructuring Fund which will get recouped to that extent."
10931,1998-99,"This would enable the fund to operate on atleast a partially selfsustaining basis and it is expected that, in the course of time, budgetary support for the fund will gradually diminish."
10932,1998-99,"Government have also decided that in the generality of cases, the government shareholding in public sector enterprises will be brought down to 26 per cent."
10933,1998-99,"In cases of public sector enterprises involving strategic considerations, government will continue to retain majority holding."
10934,1998-99,The interest of workers shall be protected in all cases.
10935,1998-99,Budget Estimates for 199899 57.
10936,1998-99,As Hon’ble Members are aware details of the revised estimates for 199798 were presented along with the interim budget in March 1998.
10937,1998-99,"I am, therefore, not going over those estimates again."
10938,1998-99,The figures that are given below are the budget estimates for 199899.
10939,1998-99,"I shall compare them with the revised estimates for 199798, since budget estimates are after all estimates."
10940,1998-99,What really matters is the expenditure in the previous year and the increase proposed in this year’s budget.
10941,1998-99,I shall now briefly go over the budget estimates for 199899.
10942,1998-99,"For 199899, the total expenditure is estimated at Rs 268107 crore."
10943,1998-99,"Of this, Rs 72,002 crore has been provided as budget support for Central, States and UT Plans and balance Rs 1,96,105 crore is for nonplan expenditure."
10944,1998-99,"Hon’ble Members will be pleased to note that the budget support for the plan has been increased by Rs 11,372 crore from Rs 60,630 crore in revised estimates 199798, which is the largest increase ever in absolute terms."
10945,1998-99,"Even in percentage terms the 18.8 per cent increase is the highest in the last decade, except for one year."
10946,1998-99,Plan Expenditure Central Plan 60.
10947,1998-99,"Total Central plan outlay at Rs 1,05,187 crore will be higher by Rs 24,154 crore from the last year’s level of Rs 81,033 crore."
10948,1998-99,"Gross budgetary support for the Central plan is being enhanced from Rs 33,629 crore in the revised estimates 1997 98 to Rs 42,464 crore."
10949,1998-99,The balance will be met by the internal and extrabudgetary resources of the Central Public Sector Enterprises.
10950,1998-99,"Gross budgetary support for the Central plan includes provision of Rs 5,741 crore for externally aided projects."
10951,1998-99,The plan allocations reflect our dominant priorities.
10952,1998-99,"The plan allocation for the Ministry of Agriculture has been increased by 58 per cent from Rs 1807 crore to Rs 2,854 crore."
10953,1998-99,"For 199899, the plan allocation for Ministry of Rural Areas and Employment is Rs 9,912 crore, an increase of Rs 1,556 crore over RE 199798 of Rs 8,356 crore."
10954,1998-99,"The plan allocation for Ministry of Health and Family Welfare is Rs 3,684 crore, an increase of 34% over RE 199798 of Rs 2,747 crore."
10955,1998-99,"The plan allocation for the Department of Education has been increased substantially from Rs 3,351 crore to Rs 4,245 crore."
10956,1998-99,"The plan allocation for Ministry of Welfare is being increased by 91 per cent from Rs 804 crore to Rs 1,539 crore."
10957,1998-99,"It includes Rs 92 crore for National Backward Classes Finance and Development Corporation, Rs 41 crore for National Minorities Development and Finance Corporation, Rs 60 crore for share capital contribution to State Scheduled Castes Development Corporations, Rs 28 crore for National Handicapped Finance and Development Corporation and Rs 10 crore for National Safai Karmachari Finance and Development Corporation."
10958,1998-99,"In order to sustain our quest for excellence in frontier areas of scientific research, the plan allocation for Department of Atomic Energy is being enhanced by 68 per cent from Rs 828 crore to Rs 1,391 crore and the plan allocation for Department of Space is being raised by 62 per cent from Rs 850 crore to Rs 1,381 crore."
10959,1998-99,"For tapping the potential of nonconventional energy sources, the plan allocation for the Ministry of NonConventional Energy is being more than doubled from Rs 190 crore to Rs 404 crore."
10960,1998-99,The plan allocation for the Ministry of Environment and Forests is being increased by 60 per cent from Rs 440 crore to Rs 704 crore.
10961,1998-99,The budgetary support for the Ministry of Civil Aviation and Tourism is being more than tripled from Rs 122 crore to Rs 379 crore.
10962,1998-99,"The plan allocation for the Department of Women & Child Development is being stepped up from Rs 1,026 crore to Rs 1,226 crore."
10963,1998-99,Central Assistance for States and UTs’ Plan 71.
10964,1998-99,"I am providing Rs 29,538 crore as Central plan assistance to States and Union Territories in budget estimates 199899 compared to Rs 27,001 crore in the revised estimates 199798."
10965,1998-99,"The normal Central Assistance for State plan is proposed to be enhanced from Rs 12,888 crore to Rs 15,037 crore."
10966,1998-99,The Special Central Assistance for Tribal SubPlan is proposed to be enhanced from Rs 330 crore to Rs 380 crore.
10967,1998-99,"The Additional Central Assistance for externally aided projects is placed at Rs 5,000 crore."
10968,1998-99,"Assistance for Basic Minimum Services and Slum Development schemes is proposed to be enhanced from Rs 2,873 crore to Rs 3,760 crore."
10969,1998-99,A new experimental crop insurance scheme is being launched in 24 selected districts to cover nonloanee farmers with a provision of Rs 100 crore.
10970,1998-99,A new scheme of Technology Mission on cotton is being launched with a provision of Rs 60 crore.
10971,1998-99,A new scheme for rehabilitation of tribals displaced from National Parks and project areas is being launched with a provision of Rs 25 crore.
10972,1998-99,Non Plan Expenditure 7 5 .
10973,1998-99,"Total nonplan expenditure in 199899 is estimated to be Rs 1,96,105 crore compared to Rs 1,74,615 crore in revised estimates 199798."
10974,1998-99,"The provision for interest payments has increased from Rs 65,700 crore in RE 199798 to Rs 75,000 crore."
10975,1998-99,"The provision for Defence expenditure has been increased substantially from Rs 36,099 crore in RE 199798 to Rs 41,200 crore."
10976,1998-99,"I will consider further increase in the budgetary support during the course of the year, if necessary."
10977,1998-99,There can be no compromise in our defence preparedness.
10978,1998-99,"An amount of Rs 9,000 crore is being earmarked for Food subsidy in 1998 99 representing an increase of Rs 1,500 crore over RE 199798."
10979,1998-99,The provision for sugar subsidy has been retained at Rs 400 crore.
10980,1998-99,An increase in food subsidy has become necessary due to recent revision of minimum support price for wheat procurement and also to clear arrears pertaining to previous years.
10981,1998-99,"Pursuant to the change in the selling price of urea, the provision for subsidy on indigenous nitrogenous fertilisers is being reduced from Rs 6,600 crore in RE 199798 to Rs 6,000 crore."
10982,1998-99,"The subsidy on decontrolled phosphatic and potassic fertilisers is being increased from Rs 2,600 crore in RE 199798 to Rs 3,000 crore."
10983,1998-99,"Grants to States is being enhanced in 199899 from Rs 4,114 crore in RE 199798 to Rs 6,314 crore representing an increase of Rs 2,200 crore."
10984,1998-99,"Of this, the increase of Rs 950 crore is due to assistance to the States for improvement in the pay & allowances of the university and college teachers."
10985,1998-99,The balance of the increase is mainly due to grants under Tenth Finance Commission’s award.
10986,1998-99,"The provision for pension is being increased by Rs 459 crore over RE 1997 98 to Rs 7,342 crore."
10987,1998-99,This provision takes into account the effect of Government’s decision to raise the age of superannuation from 58 years to 60 years.
10988,1998-99,This will also have have an impact on the Small Savings Collections.
10989,1998-99,"The provision for loans to States and Union Territories against net small savings collections is being kept at Rs 14,200 crore against the provision of Rs 15,732 crore in RE 199798."
10990,1998-99,"A provision of Rs 1,482 crore has been made for nonplan loans to public sector enterprises mainly for payment of salaries and wages to the employees of sick and convalescent PSUs."
10991,1998-99,Revenue Receipts I shall now turn to the revenue receipts.
10992,1998-99,"Hon’ble Members are aware that on the basis of a consensus reached in the Third Meeting of the InterState Council held on July 17, 1997, the then government had approved in principle to accept the recommendations of the Tenth Finance Commission regarding the alternative scheme of sharing of Centre’s tax revenues with the States."
10993,1998-99,I am happy to announce that we have ratified this decision.
10994,1998-99,"Accordingly, I propose to shortly introduce a Constitution Amendment Bill to give effect to this alternative scheme subject only to one modification."
10995,1998-99,The modification is that the percentage share of States’ share in the gross proceeds of Central taxes may be reviewed by successive Finance Commissions instead of freezing it for fifteen years as suggested by the Tenth Finance Commission.
10996,1998-99,"Gross tax revenues at the existing rates of taxation are estimated at Rs 1,48,506 crore."
10997,1998-99,"As Hon’ble Members are aware, we had made a provision of Rs 7,594 crore in the RE 199798 for States’ share in the proceeds of the Voluntary Disclosure of Income Scheme, 1997 as the collections were estimated to be 17 Rs 10,050 crore by March 31, 1998."
10998,1998-99,"However, the actual collection is reported to be about Rs 1,000 crore less."
10999,1998-99,"After making adjustment for the excess share paid to the States, I am providing Rs 39,074 crore as the share of taxes of the States."
11000,1998-99,"Thus, the Centre’s net tax revenue will be Rs 1,09,432 crore over RE 199798 of Rs 99,158 crore."
11001,1998-99,"Nontax revenues are estimated to increase from Rs 39,356 crore in RE 1997 98 to Rs 45,137 crore this year."
11002,1998-99,"I have taken credit for Rs 2,800 crore as license fee from the operators of cellular and basic telecom services and Rs 4,200 crore as net surplus profits of the Reserve Bank of India."
11003,1998-99,"The net revenue receipts for the Centre, including nontax receipts, are expected to increase from Rs 1,38,514 crore in RE 199798 to Rs 1,54,569 crore in 199899."
11004,1998-99,"In the area of capital receipts, market borrowings are placed at Rs 55,931 crore."
11005,1998-99,"Net external assistance is estimated at Rs 2,337 crore."
11006,1998-99,"I am also taking credit for receipts from disinvestment of equity in public sector enterprises of Rs 5,000 crore."
11007,1998-99,I shall come to the fiscal deficit in Part B of my speech.
11008,1998-99,"PART B Sir, I now present my tax proposals."
11009,1998-99,There has been much talk of a tough budget.
11010,1998-99,The temptation to raise taxes in the given situation was indeed great.
11011,1998-99,But I recognise that direct tax policy must impart stability and confidence both to individuals and corporates.
11012,1998-99,"Therefore, any uncertainty in this regard must be ended."
11013,1998-99,Tax rates introduced last year are moderate enough.
11014,1998-99,I do not propose to introduce any changes in the rate structure either for individual or corporate taxes.
11015,1998-99,"I do hope that longterm stability in tax structure would create virtuous circles of increased productivity, voluntary compliance and enhance our tax widening efforts."
11016,1998-99,"In fact, I am going to announce a couple of concessions."
11017,1998-99,"Considering the difficulties experienced by the tax payers at the marginal level, the level for tax exemption is being raised from the existing limit of Rs 40,000 to Rs 50,000."
11018,1998-99,"Salary earners having income upto Rs 1 lakh will be further pleased to know that I propose to raise the ceiling of standard deduction in their case from Rs 20,000 to Rs 25,000."
11019,1998-99,"Their pleasure, I hope, will be happily shared by those salary earners whose income is more than Rs 5 lakhs."
11020,1998-99,They will henceforth not be entitled to this deduction.
11021,1998-99,"For salary earners having income between Rs 1 lakh and Rs 5 lakhs, no change is proposed in the existing position."
11022,1998-99,"I also propose to enhance the ceiling of taxfree reimbursement of medical expenses from Rs 10,000 to Rs 15,000."
11023,1998-99,"In a country of our size, it is a matter of great anxiety that the total number of assessees constitutes less than 1.25% of our population."
11024,1998-99,The scope for tax widening remains the single most formidable challenge in the area of direct taxes.
11025,1998-99,It is well accepted tenet of taxation policy that moderate rates of taxes only make sense if the 18 net is wide and the scope of evasion progressively minimised.
11026,1998-99,"Towards this objective, I propose to take some important initiatives."
11027,1998-99,"Last year, a scheme was introduced to cover 12 important cities where if you fulfil two of the four criteria, namely, possession of a house, subscription to a telephone, spending on foreign travel and possession of a motor vehicle, you would be obliged to file an incometax return."
11028,1998-99,This scheme had several lacunae which I propose to remove.
11029,1998-99,"In the first instance, the scheme is being extended now to cover 23 more cities in India taking the total coverage to 35 cities."
11030,1998-99,"The net itself is being enlarged to include two additional criteria, namely, holding a credit card and membership of expensive clubs, taking the total parameters to six."
11031,1998-99,"Finally, the matching of two out of four parameters apart from being an administratively onerous task provided an escape route to many potential assessees."
11032,1998-99,"I believe that if any one fulfils one of the six criteria, it would be reasonable to ask the individual to file his incometax return."
11033,1998-99,It could thereafter be determined whether he is liable for payment of taxes or not.
11034,1998-99,"This revised “OnebySix”, as the scheme would now be known, is a significant initiative in our tax widening efforts and it is my intention to raise the total number of individuals filing their incometax returns by at least 50 percent during a full fiscal year."
11035,1998-99,"Coupled with tax widening, tax evasion continues to be a serious handicap."
11036,1998-99,"While efforts at enforcement would be strengthened, I propose to undertake a new initiative in making it obligatory for assessees to quote their PAN or GIR number mandatorily in respect of certain high value transactions."
11037,1998-99,These transactions would be : *
11038,1998-99,Purchase & Sale of immovable property *
11039,1998-99,Purchase & Sale of motor vehicles *
11040,1998-99,"Transaction in shares exceeding Rs 50,000 * Opening of new bank accounts *"
11041,1998-99,"Fixed deposits of more than Rs 50,000 * Applications for allotment of telephone connection *"
11042,1998-99,"Payment to hotels exceeding Rs 25,000/. With increased usage of computerisation, this data will be fully utilised for increasing the taxbase and for preventing the leakage of revenue."
11043,1998-99,We must recognise that the cumbersome nature of our income tax forms coupled with complex procedures is a serious deterrent to an honest individual in becoming an assessee.
11044,1998-99,"I, therefore, propose to introduce, for the first time, a simple one page taxpayerfriendly return form to be hereinafter called, ‘SARAL’, applicable to all noncorporate taxpayers."
11045,1998-99,SARAL can be filled up easily without the aid of Chartered Accountants or Tax Advisors.
11046,1998-99,"The ‘SARAL’, I hope, would become popular enough, through voluntary compliance and the assistance of NGOs, which I propose to muster, along with mobile vans for important cities, can be widely distributed and collected easily on spot."
11047,1998-99,"This will, apart from contributing to our tax widening effort, also make an important psychological difference in the mindset of potential tax assessees."
11048,1998-99,Litigation has been the bane of both direct and indirect taxes.
11049,1998-99,A lot of energy of the Revenue Department is being frittered in pursuing large number of litigations pending at different levels for long periods of time.
11050,1998-99,Considerable revenue 19 also gets locked up in such disputes.
11051,1998-99,"Declogging the system will not only incentivise honest taxpayers, enable government to realise its reasonable dues much earlier but coupled with administrative measures, would also make the system more user friendly."
11052,1998-99,"I, therefore, propose to introduce a new scheme called “SAMADHAN”."
11053,1998-99,"The scheme would apply to both direct taxes and indirect taxes and offer waiver of interest, penalty and immunity from prosecution on payment of arrears of direct tax at the current rates."
11054,1998-99,"In respect of indirect tax, where in recent years the adjustment of rates has been very sharp, an abatement of 50 per cent of the duty would be available alongwith waiver of interest, penalty and immunity from prosecution."
11055,1998-99,Legal measures are also being proposed to limit and expedite litigation.
11056,1998-99,"These include enhanced scale of fees for filing appeals before the Appellate Commissioner and the Income Tax Appellate Tribunal, abolition of the level of Deputy Commissioner Appeals, provision of direct appeals to High Courts to reduce delay, and also extension of the scope of the Authority for Advance Ruling to notified categories of resident tax payers."
11057,1998-99,Moderate rates and large concessions do not go hand in hand.
11058,1998-99,"I have, therefore, carried out a review of the various concessions and exemptions under the Incometax Act."
11059,1998-99,I find that many of them are no longer necessary and some of them are also being used for tax avoidance.
11060,1998-99,"I, therefore, propose to withdraw many of these provisions."
11061,1998-99,These include exemption to the Export Import Bank of India and exemption in respect of certain perquisites of foreigners employed in India.
11062,1998-99,"The blanket exemption in respect of educational and medical institutions which is being misused, is proposed to be withdrawn, compelling such institutions to come under a discipline."
11063,1998-99,"However, safeguards are being provided to ensure that the institutions genuinely serving the social cause in either field do not lose the existing benefits."
11064,1998-99,I also propose to plug certain loopholes.
11065,1998-99,Rule 5a of the First Schedule to the Incometax Act relating to computation of profit of insurance business other than life insurance business is being amended to prevent leakage of revenue.
11066,1998-99,"Similarly, section 1023G of that Act is being recast to serve the objective of infrastructure financing without misuse of the concession."
11067,1998-99,"Under the existing provisions, there is no mechanism to ensure that the tax free funds raised by an infrastructure enterprise are actually used for infrastructure development within a reasonable time and are not used for any other purpose."
11068,1998-99,I propose to provide such a mechanism.
11069,1998-99,Gifttax has been levied in India since 1958.
11070,1998-99,The revenue yield from this tax has been insignificant.
11071,1998-99,Last year we collected barely Rs 9 crore.
11072,1998-99,The Gifttax Act has also not been successful as an instrument to curb tax evasion and avoidance.
11073,1998-99,"I, therefore, propose to discontinue the levy of gift tax on gifts made after 30th September, 1998."
11074,1998-99,"At the same time, to ensure that there are no leakages of income tax revenue through the mechanism of gifts, I propose to tax the gifts under the Incometax Act itself in the hands of the recipients."
11075,1998-99,"However, the gifts from non residents including NRIs through banking channels will continue to enjoy exemption as at present."
11076,1998-99,I have already said that housing is an area which requires our utmost attention.
11077,1998-99,"Therefore, I propose several incentives to encourage housebuilding activity."
11078,1998-99,These include : * Tax holiday for approved housing projects  100 per cent deduction from profits for first five years and 30 per cent deduction for subsequent five years.
11079,1998-99,"Increased deductions against income from house property  deduction for repairs and collection charges increased from 1/5th to 1/4th and deduction for interest on borrowed capital in case of selfoccupied property increased from Rs 15,000 to Rs 30,000."
11080,1998-99,Carryforward of losses from house property against future income under the same head to be allowed for 8 years.
11081,1998-99,Deduction equal to 50 per cent of the profits to companies engaged in housing projects aided by the World Bank.
11082,1998-99,Section 80GG in respect of deduction for rents paid is being reintroduced.
11083,1998-99,Exemptions to certain specified properties like commercial complexes under the Wealthtax Act.
11084,1998-99,"Other areas in the social sector for which new tax incentives are proposed or the existing ones being increased include employment generation, improvement of environment, upliftment of women, road safety, cooperatives and medical expenses of the handicapped."
11085,1998-99,I propose to allow a new deduction to companies with a view to encourage them to employ additional work force.
11086,1998-99,"An amount equal to 30 per cent of additional wages paid to the new workmen will be allowed as a deduction against profits, subject to certain conditions."
11087,1998-99,"For improvement of environment, I propose to allow 100 percent deduction, subject to a ceiling of Rs 5 lakhs, to undertakings engaged in the collection or processing of biodegradable waste."
11088,1998-99,I also propose to make activities which encourage the production of bacteria induced fertilisers eligible for 100 per cent deduction under section 35AC of the Incometax Act.
11089,1998-99,Necessary amendment in the rules will be notified for this purpose.
11090,1998-99,"Similar benefit is proposed to be extended to the activities of establishing and running of educational institutions, hospitals and medical facilities in rural areas exclusively for women and children and also creches and schools for the children of workers employed in factories or at project sites."
11091,1998-99,I also propose similar amendment of rules to make activities which promote road safety and traffic awareness and prevent accidents eligible for 100 per cent deduction under section 35AC. 1 0 4 .
11092,1998-99,The promotion of sports and games in the country needs to be encouraged.
11093,1998-99,I propose setting up of National Sports Fund and further propose that donations made to the Fund will be eligible for 100 per cent deduction.
11094,1998-99,I propose to extend 100% tax holiday granted to industrial undertakings located in any industrially backward State or district till the year 2000.
11095,1998-99,"I also propose similar extension of tax holiday to power sector upto the year 2003 and also to new refineries set up after 1st October, 1998."
11096,1998-99,I also propose to extend infrastructure status to inland waterways and inland ports.
11097,1998-99,I further propose tax holiday benefits to radio paging services and services provided by satellite owners for telecommunication.
11098,1998-99,I also propose several measures in response to demands from business and industry.
11099,1998-99,Certain categories of business reorganisations are proposed to be freed from any additional tax liability or loss of tax benefits keeping in view the necessity of such reorganisation consequent on economic liberalisation.
11100,1998-99,No capital gain would be charged and the benefit of carryforward of losses and unabsorbed depreciation would be allowed in case of specified reorganisations.
11101,1998-99,Intangible assets are proposed to be allowed depreciation at the rate of 25 per cent.
11102,1998-99,Provisions for amortisation of preliminary expenses are proposed to be liberalised.
11103,1998-99,The period of amortisation is proposed to be reduced from 10 years to 5 years and the rate of deduction will consequently be doubled.
11104,1998-99,Stock lending is proposed to be exempted from capital gains.
11105,1998-99,Delay in refund of excess tax collected tantamounts to denial of justice.
11106,1998-99,"It is a source of constant harassment, particularly of small tax payers."
11107,1998-99,"I intend to mitigate this difficulty by effecting an amendment in section 192 of the Incometax Act which will enable adjustment of loss from house property against salary income, at the source itself."
11108,1998-99,"This, I believe, will eliminate a large number of refund claims."
11109,1998-99,"In response to demands from tax payers, I propose to take further measures."
11110,1998-99,"Under the existing provisions of section 44AA of the Incometax Act, every person carrying on business or profession is required to maintain account books, if his income from business exceeds Rs 40,000 or his total turnover exceeds Rs 5 lakhs."
11111,1998-99,"Considering the increased cost of engaging accountants, I propose to enhance these limits to Rs 1,20,000 and Rs 10 lakhs respectively."
11112,1998-99,"I further propose that the penalty leviable at the minimum rate of Rs 100 per day for failure to furnish certificates of tax deduction or collection at source under section 203 or to deliver copies of declarations under section 197A, shall not exceed the amount of tax deductible or collectible, as the case may be."
11113,1998-99,"Presently, there is no such ceiling on the quantum of penalty leviable which causes hardship, particularly to small businessmen."
11114,1998-99,Certain demands of the film industry have also engaged my attention and I propose to give relief to them.
11115,1998-99,"Under the existing rules, if a film is released on commercial basis at least 180 days before the end of the previous year, full amortisation of the cost incurred on production or acquisition of distribution rights of the film is allowed in the year of release itself whereas if the film is released later, full amortisation is not allowed in that year."
11116,1998-99,"Considering that nowadays film producers and distributors release a large number of prints simultaneously to counter the threat of videopirates and cable television, resulting in shorter life span for exploitation of films, I propose to reduce the aforesaid period of 180 days to 90 days."
11117,1998-99,This will enable the film industry to quickly recoup the cost of film production and distribution.
11118,1998-99,"I also propose that producers of films, who are required to furnish information in respect of all payments over Rs 5,000 to the Incometax Department in any financial year would have to do so now only in respect of payments over Rs 25,000."
